0,1,2,3,4,5,6,7,8,9,10
0.8955345836426124,0.8799113483192648,0.21747463273894296,0.07647480741878954,0.16663369606172607,0.419378779298473,0.5291534513581504,0.9983123620517104,0.016097252922785077,0.4049279043101207,0.9768960809079585
0.15880582824474088,0.900438407442572,0.13921395553281357,0.030891636620882013,0.7577679382690107,0.590615952528883,0.34051274945137466,0.07568696104904227,0.5074345637871517,0.10777038320948551,0.5390512141216026
0.20186227420032243,0.7375424577090364,0.8933542641745378,0.8105683214751641,0.2392660012543999,0.18101961396618893,0.33880831922735266,0.3017656425404941,0.8546408362214094,0.9908851301530023,0.1968130973081763
0.5146743042266703,0.5623187367232244,0.12991723034976832,0.5570039253053741,0.6805305979572545,0.22131047277407379,0.7170515121619783,0.9572584188810075,0.9392870527163981,0.31245674956565817,0.17000677038940926
0.8424058460445836,0.5373853093036453,0.0650909310018184,0.016990957244448546,0.7757402793744234,0.030576121383671384,0.1927092511934626,0.00781615756286902,0.9527213870059746,0.6877155325845528,0.7265652807894228
0.921503074825483,0.4625907286976383,0.5311239767910538,0.4439232333788672,0.5487457575264452,0.5708478071598676,0.418579901619081,0.6221748834026037,0.008830047677700903,0.9920922105364571,0.3259661400126336
0.3816994478848811,0.3362358597651742,0.5397045650225403,0.6414821855061242,0.4873123675416453,0.3637422061023503,0.2340680453112879,0.261614407546926,0.883585133891831,0.029332721305425413,0.28344833083535037
0.31544325411172713,0.36611134432575476,0.21212693845066555,0.44911273988834366,0.631024150291188,0.7157861224865978,0.4755961469924025,0.7543170522746716,0.7969376970092253,0.21917228357863694,0.9014041164294349
0.6217614456222729,0.5877906596052284,0.452896238585758,0.14050832298549476,0.2041703846325017,0.027904358397286888,0.6538026837325768,0.43047705009480486,0.230896629491519,0.11885144558531624,0.30831787246256825
0.5015044587314951,0.6555446685709404,0.552590144320534,0.082766796939587,0.21309241419737657,0.0929096397236413,0.9571750534617276,0.5879277941494203,0.856107333773999,0.3432358115231193,0.13510724482338954
0.8805863642949144,0.17841108559760954,0.7050183802118763,0.5480459373391595,0.9538772139079994,0.43618829105086454,0.8307372645153218,0.3368181067925001,0.9023481703325653,0.4282350067096603,0.11951481272166942
0.5623709858036076,0.47966813510331163,0.3360129458765846,0.823442275392703,0.7124851352004802,0.9229748812616148,0.5675145395746819,0.12529290962254935,0.46997239757604525,0.941572237795002,0.04012914376461452
0.47971404271152074,0.8698770433437006,0.13157953727012206,0.6810951335809997,0.6143522155114265,0.29897836439451986,0.31186830238955565,0.9549095696920776,0.21569093979643905,0.7093662133419424,0.09335456591588265
0.7963274847783867,0.9002945915542845,0.46579582990634794,0.3864667442054954,0.4327297083242927,0.977214396786445,0.3321911432988669,0.37384337389626554,0.28414782115314585,0.5461123044593513,0.6034917740638894
0.7112846486000204,0.7533253135202592,0.30920425448850575,0.6492607947995757,0.015245622630624789,0.5873506610589382,0.40201190222046645,0.3247807328414424,0.19753225341689984,0.3293940432778141,0.19393682820658442
0.5261553571796878,0.1047325105454674,0.18920549078613758,0.0504677191102989,0.3619065193566853,0.44491849724768284,0.4374171784170606,0.9833724345540732,0.9002852404120909,0.9280914482379615,0.2047019039917306
0.4107932819143434,0.3581365300488992,0.781117898851953,0.009206731634386123,0.4968030978544262,0.9641724590144166,0.32227714909038174,0.8883577673245785,0.37307919405910217,0.05169951838152953,0.5485259035245811
0.4591418014079509,0.9189016540611971,0.019394912744101322,0.1557941632448262,0.36574507081805807,0.6445422526253972,0.3615560167260935,0.08671658414756922,0.48152120209813054,0.584686037423476,0.8042943098969138
0.43429716061056967,0.7410908503227076,0.7091531124923386,0.58070249873025,0.05487155100085006,0.8489353421633609,0.34138192363558173,0.7148913158600547,0.2626075174126734,0.47067337789169195,0.9626903160199731
0.7022310458140523,0.8974844000819643,0.2894708466299457,0.4750447426823392,0.963727842185996,0.8690128122947682,0.3103882634072618,0.07258932996089518,0.9298764051197809,0.2790993943426304,0.9397552799062648
0.17251840855254363,0.515323588765398,0.7184163665045524,0.8877582390397158,0.216702215536551,0.7992013962319793,0.019462281849500607,0.219267074617861,0.09218076889212268,0.6972300259981883,0.660711462691626
0.8371202576936444,0.165802162865337,0.28955075273926345,0.664454399961005,0.9157085512587384,0.5627449253186637,0.6764981615804881,0.41397861268982583,0.6649766025795338,0.1265654150371175,0.40808206020220417
0.1604825616117086,0.8532464428370863,0.28053254633297087,0.6416617228220948,0.4341319274826171,0.7678906669115374,0.7775752678825613,0.4816882371619161,0.16316978773645308,0.6007891920258878,0.907688264221281
0.06872485022177133,0.7423345925503956,0.8925473853283176,0.9639173153685342,0.7684325747219659,0.062485685783063905,0.6840824914400722,0.9056393493258261,0.5458492269288673,0.48411841345882023,0.18594857341251425
0.6816081871679734,0.8374471911975104,0.3554497302785614,0.8875626277405153,0.0858562994136397,0.8973754813692583,0.9742087407658444,0.5250518663349106,0.17644018785262028,0.400184156901076,0.18763190110912786
0.347347735881956,0.5232251006991004,0.22955704809795985,0.8637893427436708,0.863253055766214,0.7777707154175139,0.6676312590503397,0.8248224913138098,0.7110716461578017,0.16453839540185256,0.7275303217857996
0.7890009297157409,0.041477023010736414,0.6975470970752216,0.35150020753215083,0.8255483756405332,0.3246019922345328,0.8461457292606598,0.33019670195503203,0.7580962860904804,0.6400934866810541,0.34537212863264743
0.8936102914221509,0.629769492662171,0.1147648516294063,0.7900801308471049,0.4269754697587692,0.22227457462210565,0.9914289895006726,0.10404434130398066,0.8528492894532372,0.7111841136675222,0.8269617913556834
0.11844337449347386,0.08887502436394146,0.5609357253489532,0.349131059707562,0.30731117110123585,0.34310809960168664,0.6593103584281275,0.5004065131836064,0.5083501689538039,0.28883378249764924,0.30596856854925947
0.742333079718122,0.20255208037235972,0.12039608084921516,0.1851659357754757,0.5938861550778212,0.4202120112020967,0.9207837871323201,0.5241184529617855,0.9213264755145231,0.32237367294389385,0.33042647249496804
0.6192948341846112,0.34776256713072207,0.7820922348846253,0.32063873841895085,0.10214529173868181,0.38880699438010546,0.7616107160595552,0.8326840959171821,0.5987810402328904,0.7776134246237505,0.8670826744620006
0.14412346112289887,0.8761968639581642,0.6033505599700846,0.801366685804947,0.39767915078872706,0.9597177242510062,0.6600809423489737,0.7729610685053062,0.7040024486440822,0.9402543042509768,0.8318536075336361
0.21011650901212187,0.847594694604516,0.16813422059739458,0.172921057388288,0.3459957424531903,0.376426947973184,0.6902906481397572,0.44576826945930337,0.38474795430229336,0.14788331879602967,0.14956899943235125
0.5447601724860458,0.2659019698432149,0.23718218161430438,0.12745873322069146,0.24006745480348612,0.4034580010447898,0.4876650973564546,0.9396877566221036,0.500093882995286,0.32176394639403527,0.7582901051990732
0.483706014550656,0.6248946826501529,0.11773262187343703,0.6615320941105824,0.006355198226942305,0.36450775355568865,0.58804998708177,0.30067646517610835,0.046633017309717806,0.21544889320686655,0.5732562022016215
0.8306860446684141,0.22795033153928956,0.8180016993400305,0.17977549657429137,0.6222685855067878,0.0935009181402433,0.9088162280801912,0.06367479399439169,0.186033267078333,0.5341611574250197,0.19364269877440354
0.7393335459765896,0.0990700300127435,0.5351938825143111,0.21597906678599554,0.13896044666568952,0.8933921774816836,0.757801081109859,0.7703240035908473,0.38520948734634763,0.7791125770254104,0.6686936287831595
0.8000383513518168,0.436422023698383,0.9600966606867234,0.24087541058522188,0.9636830496353902,0.9647866754380515,0.5467711748815518,0.2680337604727132,0.16758195599158265,0.10554524952571531,0.48016300998707717
0.9867931120660145,0.5327057859767839,0.27469849679888725,0.1944284379668335,0.12960393406859894,0.0969296964180516,0.5817292726253426,0.014149969098612103,0.870782995689072,0.0207550325420216,0.1859892470675828
0.32702836641276534,0.06140758388397072,0.8500230539123919,0.8425113628427789,0.2871234551883106,0.6879946749441125,0.7006242474455302,0.13929533271838102,0.5907333551180698,0.7311046309009912,0.7357907079566754
